"SPECIES","GENEID","SCORE"
"human","3445",0.0451388888888889
"human","353324",0.0451388888888889
"human","3848",0.0451388888888889
"human","50852",0.0451388888888889
"human","5193",0.0451388888888889
"human","55088",0.0451388888888889
"human","649446",0.0451388888888889
"human","729171",0.0451388888888889
"human","54819",0.0449921752738654
"human","90592",0.0449921752738654
"human","339965",0.0447413061916879
"human","120065",0.0446859903381642
"human","284827",0.0446859903381642
"human","79334",0.0446859903381642
"human","84057",0.0446859903381642
"human","80723",0.0444444444444445
"human","10190",0.0441919191919192
"human","58533",0.0441520467836257
"human","51213",0.0439814814814815
"human","10111",0.0439068100358423
"human","2803",0.043859649122807
"human","100131902",0.0436507936507936
"human","100886964",0.0436507936507936
"human","119369",0.0436507936507936
"human","132203",0.0436507936507936
"human","134466",0.0436507936507936
"human","144448",0.0436507936507936
"human","148198",0.0436507936507936
"human","148823",0.0436507936507936
"human","149840",0.0436507936507936
"human","1669",0.0436507936507936
"human","1672",0.0436507936507936
"human","200132",0.0436507936507936
"human","2520",0.0436507936507936
"human","2641",0.0436507936507936
"human","284293",0.0436507936507936
"human","2996",0.0436507936507936
"human","3448",0.0436507936507936
"human","3449",0.0436507936507936
"human","353164",0.0436507936507936
"human","3574",0.0436507936507936
"human","389831",0.0436507936507936
"human","400955",0.0436507936507936
"human","404203",0.0436507936507936
"human","415117",0.0436507936507936
"human","440087",0.0436507936507936
"human","475",0.0436507936507936
"human","4888",0.0436507936507936
"human","494119",0.0436507936507936
"human","5121",0.0436507936507936
"human","51247",0.0436507936507936
"human","51646",0.0436507936507936
"human","613227",0.0436507936507936
"human","641700",0.0436507936507936
"human","646627",0.0436507936507936
"human","79366",0.0436507936507936
"human","80318",0.0436507936507936
"human","81871",0.0436507936507936
"human","83544",0.0436507936507936
"human","90488",0.0436507936507936
"human","9406",0.0436507936507936
"human","9419",0.0436507936507936
"human","9976",0.0436507936507936
"human","9982",0.0436507936507936
"human","84698",0.0433723196881092
"human","518",0.0431442080378251
"human","7556",0.0430555555555555
"human","3824",0.0429292929292929
"human","54149",0.0429292929292929
"human","3849",0.0428436911487759
"human","23548",0.0427350427350427
"human","50624",0.0427350427350427
"human","55216",0.0426689576174112
"human","2804",0.0425889219248981
"human","119682",0.0423976608187134
"human","119764",0.0423976608187134
"human","122748",0.0423976608187134
"human","126638",0.0423976608187134
"human","127391",0.0423976608187134
"human","140258",0.0423976608187134
"human","26225",0.0423976608187134
"human","390058",0.0423976608187134
"human","5726",0.0423976608187134
"human","7419",0.0423976608187134
"human","192666",0.0422222222222222
"human","9648",0.0422222222222222
"human","1758",0.0421146953405018
"human","2312",0.0420524691358025
"human","137868",0.0419896640826873
"human","29896",0.0419896640826873
"human","57116",0.0419896640826873
"human","64231",0.0419896640826873
"human","160365",0.0419191919191919
"mouse","100038489",0.0555555555555556
"mouse","100039042",0.0555555555555556
"mouse","100040201",0.0555555555555556
"mouse","100040214",0.0555555555555556
"mouse","100040972",0.0555555555555556
"mouse","100042342",0.0555555555555556
"mouse","100043842",0.0555555555555556
"mouse","100043856",0.0555555555555556
"mouse","100126773",0.0555555555555556
"mouse","100312956",0.0555555555555556
"mouse","100503353",0.0555555555555556
"mouse","100503949",0.0555555555555556
"mouse","100504263",0.0555555555555556
"mouse","102638913",0.0555555555555556
"mouse","104362",0.0555555555555556
"mouse","11354",0.0555555555555556
"mouse","12626",0.0555555555555556
"mouse","13214",0.0555555555555556
"mouse","13730",0.0555555555555556
"mouse","13999",0.0555555555555556
"mouse","14659",0.0555555555555556
"mouse","16666",0.0555555555555556
"mouse","16700",0.0555555555555556
"mouse","16701",0.0555555555555556
"mouse","16704",0.0555555555555556
"mouse","16988",0.0555555555555556
"mouse","170651",0.0555555555555556
"mouse","170654",0.0555555555555556
"mouse","170656",0.0555555555555556
"mouse","170939",0.0555555555555556
"mouse","17105",0.0555555555555556
"mouse","17110",0.0555555555555556
"mouse","171279",0.0555555555555556
"mouse","17749",0.0555555555555556
"mouse","17843",0.0555555555555556
"mouse","17844",0.0555555555555556
"mouse","19981",0.0555555555555556
"mouse","20365",0.0555555555555556
"mouse","20771",0.0555555555555556
"mouse","226123",0.0555555555555556
"mouse","232415",0.0555555555555556
"mouse","246079",0.0555555555555556
"mouse","246080",0.0555555555555556
"mouse","246082",0.0555555555555556
"mouse","246083",0.0555555555555556
"mouse","258946",0.0555555555555556
"mouse","278203",0.0555555555555556
"mouse","320722",0.0555555555555556
"mouse","353320",0.0555555555555556
"mouse","380845",0.0555555555555556
"mouse","381418",0.0555555555555556
"mouse","381531",0.0555555555555556
"mouse","383295",0.0555555555555556
"mouse","403395",0.0555555555555556
"mouse","432825",0.0555555555555556
"mouse","433180",0.0555555555555556
"mouse","434459",0.0555555555555556
"mouse","435285",0.0555555555555556
"mouse","544881",0.0555555555555556
"mouse","545490",0.0555555555555556
"mouse","574081",0.0555555555555556
"mouse","620858",0.0555555555555556
"mouse","627873",0.0555555555555556
"mouse","640627",0.0555555555555556
"mouse","66364",0.0555555555555556
"mouse","66402",0.0555555555555556
"mouse","665205",0.0555555555555556
"mouse","66576",0.0555555555555556
"mouse","668200",0.0555555555555556
"mouse","66845",0.0555555555555556
"mouse","67328",0.0555555555555556
"mouse","67391",0.0555555555555556
"mouse","68172",0.0555555555555556
"mouse","68479",0.0555555555555556
"mouse","68484",0.0555555555555556
"mouse","68637",0.0555555555555556
"mouse","68740",0.0555555555555556
"mouse","71392",0.0555555555555556
"mouse","73545",0.0555555555555556
"mouse","75497",0.0555555555555556
"mouse","76409",0.0555555555555556
"mouse","80796",0.0555555555555556
"mouse","81007",0.0555555555555556
"mouse","83408",0.0555555555555556
"mouse","97122",0.0555555555555556
"mouse","258732",0.053030303030303
"mouse","68723",0.0529499603827635
"mouse","257872",0.0528673835125448
"mouse","26560",0.0526819923371648
"mouse","258094",0.0524691358024691
"mouse","258734",0.0522222222222222
"mouse","258949",0.0522222222222222
"mouse","258308",0.0519323671497585
"mouse","258393",0.0519323671497585
"mouse","258838",0.0519323671497585
"mouse","259055",0.0519323671497585
"mouse","387352",0.0519323671497585
"mouse","53878",0.0519323671497585
"mouse","665998",0.0519323671497585
"mouse","258166",0.0515873015873016
"mouse","258368",0.0515873015873016
"mouse","258676",0.0515873015873016
"mouse","381716",0.0511695906432749
"mouse","171252",0.0511695906432748
"mouse","236781",0.0511695906432748
"mouse","258436",0.0511695906432748
"mouse","258562",0.0511695906432748
"mouse","258636",0.0511695906432748
"mouse","259080",0.0511695906432748
"mouse","66654",0.0511695906432748
"mouse","434903",0.0508739076154806
"mouse","102631730",0.0506535947712418
"mouse","109901",0.0506535947712418
"mouse","258924",0.0506535947712418
"mouse","258989",0.0506535947712418
"mouse","433107",0.0506535947712418
"mouse","667992",0.0506535947712418
"mouse","57896",0.050453514739229
"mouse","258492",0.0503472222222222
"mouse","268905",0.0503472222222222
"mouse","667962",0.0503003003003003
"mouse","30053",0.0502364066193853
"mouse","245695",0.05
"mouse","258236",0.05
"mouse","258564",0.05
"mouse","258587",0.05
"mouse","258925",0.05
"mouse","387341",0.05
"mouse","626848",0.05
"mouse","628308",0.05
"mouse","667273",0.05
"mouse","667281",0.05
"mouse","258241",0.0496031746031746
"mouse","258374",0.0496031746031746
"mouse","258643",0.0496031746031746
"mouse","259011",0.0496031746031746
"mouse","100126765",0.0491452991452992
"mouse","171234",0.0491452991452992
"mouse","18350",0.0491452991452992
"mouse","19692",0.0491452991452992
"mouse","224065",0.0491452991452992
"mouse","252910",0.0491452991452992
"mouse","257734",0.0491452991452992
"mouse","257951",0.0491452991452992
"mouse","258584",0.0491452991452992
"mouse","258598",0.0491452991452992
"mouse","258604",0.0491452991452992
"mouse","258620",0.0491452991452992
"mouse","258738",0.0491452991452992
"mouse","385338",0.0491452991452992
"mouse","387342",0.0491452991452992
"mouse","69369",0.0491452991452992
"mouse","80901",0.0491452991452992
"mouse","12992",0.0487987987987988
"mouse","258361",0.0486111111111111
"mouse","258489",0.0486111111111111
"mouse","258693",0.0486111111111111
"mouse","258953",0.0486111111111111
"mouse","259163",0.0486111111111111
"mouse","383243",0.0486111111111111
"mouse","574417",0.0486111111111111
"mouse","16681",0.0481715893108298
"mouse","100041895",0.047979797979798
"mouse","113845",0.047979797979798
"mouse","16820",0.047979797979798
"mouse","171235",0.047979797979798
"mouse","239790",0.047979797979798
"mouse","246779",0.047979797979798
"mouse","258042",0.047979797979798
"mouse","258435",0.047979797979798
"mouse","258486",0.047979797979798
"mouse","258628",0.047979797979798
"mouse","258639",0.047979797979798
"mouse","258728",0.047979797979798
"mouse","258865",0.047979797979798
"mouse","258900",0.047979797979798
"mouse","259056",0.047979797979798
"mouse","259144",0.047979797979798
"mouse","404317",0.047979797979798
"mouse","545007",0.047979797979798
"mouse","654818",0.047979797979798
"mouse","67366",0.047979797979798
"mouse","68501",0.047979797979798
"mouse","75572",0.047979797979798
"mouse","72310",0.0476190476190476
"mouse","100041678",0.0474910394265233
"mouse","113846",0.0472222222222222
"mouse","22296",0.0472222222222222
"mouse","258120",0.0472222222222222
"mouse","258156",0.0472222222222222
"mouse","258401",0.0472222222222222
"mouse","258456",0.0472222222222222
"mouse","258945",0.0472222222222222
"mouse","258947",0.0472222222222222
"mouse","258988",0.0472222222222222
"mouse","268670",0.0472222222222222
"mouse","75706",0.0472222222222222
"mouse","22297",0.0469348659003831
"mouse","258764",0.0469348659003831
"mouse","100036518",0.0462962962962963
"mouse","100038847",0.0462962962962963
"mouse","100039499",0.0462962962962963
"mouse","100041688",0.0462962962962963
"mouse","100041759",0.0462962962962963
"mouse","100303732",0.0462962962962963
"mouse","102577427",0.0462962962962963
"mouse","13236",0.0462962962962963
"mouse","16939",0.0462962962962963
"mouse","170657",0.0462962962962963
"mouse","171236",0.0462962962962963
"mouse","17986",0.0462962962962963
"mouse","20303",0.0462962962962963
"mouse","20941",0.0462962962962963
"mouse","20945",0.0462962962962963
"mouse","213068",0.0462962962962963
"mouse","21946",0.0462962962962963
"mouse","235973",0.0462962962962963
"mouse","257941",0.0462962962962963
"mouse","257959",0.0462962962962963
"mouse","258046",0.0462962962962963
"mouse","258181",0.0462962962962963
"mouse","258215",0.0462962962962963
"mouse","258299",0.0462962962962963
"mouse","258304",0.0462962962962963
"mouse","258334",0.0462962962962963
"mouse","258372",0.0462962962962963
"mouse","258513",0.0462962962962963
"mouse","258529",0.0462962962962963
"mouse","258641",0.0462962962962963
"mouse","258666",0.0462962962962963
"mouse","258687",0.0462962962962963
"mouse","258741",0.0462962962962963
"mouse","258780",0.0462962962962963
"mouse","258823",0.0462962962962963
"mouse","258892",0.0462962962962963
"mouse","258950",0.0462962962962963
"mouse","258964",0.0462962962962963
"mouse","259009",0.0462962962962963
"mouse","317757",0.0462962962962963
"mouse","327963",0.0462962962962963
"mouse","329575",0.0462962962962963
"mouse","382217",0.0462962962962963
"mouse","385380",0.0462962962962963
"mouse","503491",0.0462962962962963
"mouse","625480",0.0462962962962963
"mouse","66074",0.0462962962962963
"mouse","66203",0.0462962962962963
"mouse","67242",0.0462962962962963
"mouse","67985",0.0462962962962963
"mouse","69696",0.0462962962962963
"yeast","1466401",0.0555555555555556
"yeast","1466438",0.0555555555555556
"yeast","1466451",0.0555555555555556
"yeast","1466474",0.0555555555555556
"yeast","1466518",0.0555555555555556
"yeast","1466521",0.0555555555555556
"yeast","850370",0.0555555555555556
"yeast","850397",0.0555555555555556
"yeast","850468",0.0555555555555556
"yeast","850524",0.0555555555555556
"yeast","850532",0.0555555555555556
"yeast","850635",0.0555555555555556
"yeast","850662",0.0555555555555556
"yeast","850676",0.0555555555555556
"yeast","850726",0.0555555555555556
"yeast","850733",0.0555555555555556
"yeast","850737",0.0555555555555556
"yeast","850750",0.0555555555555556
"yeast","850800",0.0555555555555556
"yeast","850969",0.0555555555555556
"yeast","851035",0.0555555555555556
"yeast","851058",0.0555555555555556
"yeast","851104",0.0555555555555556
"yeast","851122",0.0555555555555556
"yeast","851162",0.0555555555555556
"yeast","851183",0.0555555555555556
"yeast","851260",0.0555555555555556
"yeast","851275",0.0555555555555556
"yeast","851336",0.0555555555555556
"yeast","851478",0.0555555555555556
"yeast","851811",0.0555555555555556
"yeast","851869",0.0555555555555556
"yeast","851990",0.0555555555555556
"yeast","852058",0.0555555555555556
"yeast","852072",0.0555555555555556
"yeast","852082",0.0555555555555556
"yeast","852206",0.0555555555555556
"yeast","852253",0.0555555555555556
"yeast","852254",0.0555555555555556
"yeast","852283",0.0555555555555556
"yeast","852359",0.0555555555555556
"yeast","852603",0.0555555555555556
"yeast","852754",0.0555555555555556
"yeast","852852",0.0555555555555556
"yeast","852853",0.0555555555555556
"yeast","852922",0.0555555555555556
"yeast","853095",0.0555555555555556
"yeast","853106",0.0555555555555556
"yeast","853210",0.0555555555555556
"yeast","853232",0.0555555555555556
"yeast","853248",0.0555555555555556
"yeast","853249",0.0555555555555556
"yeast","853250",0.0555555555555556
"yeast","853282",0.0555555555555556
"yeast","853305",0.0555555555555556
"yeast","853395",0.0555555555555556
"yeast","853506",0.0555555555555556
"yeast","853557",0.0555555555555556
"yeast","853587",0.0555555555555556
"yeast","853656",0.0555555555555556
"yeast","853765",0.0555555555555556
"yeast","853805",0.0555555555555556
"yeast","853864",0.0555555555555556
"yeast","853931",0.0555555555555556
"yeast","853993",0.0555555555555556
"yeast","854003",0.0555555555555556
"yeast","854028",0.0555555555555556
"yeast","854040",0.0555555555555556
"yeast","854117",0.0555555555555556
"yeast","854118",0.0555555555555556
"yeast","854174",0.0555555555555556
"yeast","854229",0.0555555555555556
"yeast","854338",0.0555555555555556
"yeast","854409",0.0555555555555556
"yeast","854468",0.0555555555555556
"yeast","854551",0.0555555555555556
"yeast","854565",0.0555555555555556
"yeast","854668",0.0555555555555556
"yeast","854759",0.0555555555555556
"yeast","854859",0.0555555555555556
"yeast","854939",0.0555555555555556
"yeast","854980",0.0555555555555556
"yeast","854982",0.0555555555555556
"yeast","854984",0.0555555555555556
